Date,Series,Volatility
2001-05-01,Copper,0.03486426891477097
2001-06-01,Copper,0.03653410694661893
2001-07-01,Copper,0.0370951503469443
2001-08-01,Copper,0.034975255905103926
2001-09-01,Copper,0.025702362781250748
2001-10-01,Copper,0.025772870534002425
2001-11-01,Copper,0.029757605688003636
2001-12-01,Copper,0.029748747627792005
2002-01-01,Copper,0.03142494561752193
2002-02-01,Copper,0.0348857006124976
2002-03-01,Copper,0.03640865408181259
2002-04-01,Copper,0.0345570651028758
2002-05-01,Copper,0.03434698183245281
2002-06-01,Copper,0.033319247871684214
2002-07-01,Copper,0.031145233921031103
2002-08-01,Copper,0.03570111945365009
2002-09-01,Copper,0.03466202755613338
2002-10-01,Copper,0.03255223460842375
2002-11-01,Copper,0.03599246304628143
2002-12-01,Copper,0.035344137376501064
2003-01-01,Copper,0.035874644930711456
2003-02-01,Copper,0.03490752507138627
2003-03-01,Copper,0.03476377633131146
2003-04-01,Copper,0.03717130868434398
2003-05-01,Copper,0.038751640540234555
2003-06-01,Copper,0.0382058585880074
2003-07-01,Copper,0.0363678394100093
2003-08-01,Copper,0.027793784535359533
2003-09-01,Copper,0.02736181263839456
2003-10-01,Copper,0.03146924717532914
2003-11-01,Copper,0.03197331219832289
2003-12-01,Copper,0.03447160013906406
2004-01-01,Copper,0.04048125973805057
2004-02-01,Copper,0.05029793943540805
2004-03-01,Copper,0.04841516080733477
2004-04-01,Copper,0.04459532285224544
2004-05-01,Copper,0.057748092158229625
2004-06-01,Copper,0.06022247542513545
2004-07-01,Copper,0.05960979535653756
2004-08-01,Copper,0.060137291298028715
2004-09-01,Copper,0.06011716122547841
2004-10-01,Copper,0.05933487956128945
2004-11-01,Copper,0.058555268119096185
2004-12-01,Copper,0.058081464002401446
2005-01-01,Copper,0.054064736009917756
2005-02-01,Copper,0.04039995129392901
2005-03-01,Copper,0.03381264945646711
2005-04-01,Copper,0.03254149821376244
2005-05-01,Copper,0.02582746875750516
2005-06-01,Copper,0.030644959692477505
2005-07-01,Copper,0.029875876176891195
2005-08-01,Copper,0.030870761639351253
2005-09-01,Copper,0.03090253853230753
2005-10-01,Copper,0.031633045698844744
2005-11-01,Copper,0.03239189195794626
2005-12-01,Copper,0.034171056688565585
2006-01-01,Copper,0.033290986549171536
2006-02-01,Copper,0.033561548986984796
2006-03-01,Copper,0.03374293918404125
2006-04-01,Copper,0.06959199615841079
2006-05-01,Copper,0.08382274178820914
2006-06-01,Copper,0.09959935966068068
2006-07-01,Copper,0.0988082541054496
2006-08-01,Copper,0.10086657209164347
2006-09-01,Copper,0.10241202979902675
2006-10-01,Copper,0.10473835435476798
2006-11-01,Copper,0.1103367591253751
2006-12-01,Copper,0.11347617470892662
2007-01-01,Copper,0.12580593450960353
2007-02-01,Copper,0.12554464617371824
2007-03-01,Copper,0.13019654335245873
2007-04-01,Copper,0.12318963485023827
2007-05-01,Copper,0.09816813870627296
2007-06-01,Copper,0.0929506145715342
2007-07-01,Copper,0.0926560798773152
2007-08-01,Copper,0.09449375952374091
2007-09-01,Copper,0.09448652261201529
2007-10-01,Copper,0.09505522841363614
2007-11-01,Copper,0.10147287698445855
2007-12-01,Copper,0.10167549189167971
2008-01-01,Copper,0.09069743419553347
2008-02-01,Copper,0.09436501599285878
2008-03-01,Copper,0.08945381065983653
2008-04-01,Copper,0.0700651925991868
2008-05-01,Copper,0.07109454486698265
2008-06-01,Copper,0.07060314552049864
2008-07-01,Copper,0.06847031332176247
2008-08-01,Copper,0.07211061592939348
2008-09-01,Copper,0.07620664232749554
2008-10-01,Copper,0.11115187199689018
2008-11-01,Copper,0.12446502937310394
2008-12-01,Copper,0.1300886193856117
2009-01-01,Copper,0.1282080556823618
2009-02-01,Copper,0.1197277867742034
2009-03-01,Copper,0.126964322700304
2009-04-01,Copper,0.14207159417288562
2009-05-01,Copper,0.14402079410252389
2009-06-01,Copper,0.14927581709637097
2009-07-01,Copper,0.15003821761880587
2009-08-01,Copper,0.15987413349855653
2009-09-01,Copper,0.15790407422762492
2009-10-01,Copper,0.12706002966027943
2009-11-01,Copper,0.09334356658862114
2009-12-01,Copper,0.060384144263644975
2010-01-01,Copper,0.0601029912987314
2010-02-01,Copper,0.07276708382282057
2010-03-01,Copper,0.07025613027042646
2010-04-01,Copper,0.060506835495551275
2010-05-01,Copper,0.07744529134874653
2010-06-01,Copper,0.0786042919385428
2010-07-01,Copper,0.07854210263083782
2010-08-01,Copper,0.06423179430433273
2010-09-01,Copper,0.06524850161460084
2010-10-01,Copper,0.06711269577484215
2010-11-01,Copper,0.06613771311210252
2010-12-01,Copper,0.06796049553086234
2011-01-01,Copper,0.06748024756155742
2011-02-01,Copper,0.06022222225119796
2011-03-01,Copper,0.06039757062194587
2011-04-01,Copper,0.06051961926314333
2011-05-01,Copper,0.04964200658648144
2011-06-01,Copper,0.0442617893597917
2011-07-01,Copper,0.0454081260565401
2011-08-01,Copper,0.05050959504709651
2011-09-01,Copper,0.055866674652700586
2011-10-01,Copper,0.06067071572202697
2011-11-01,Copper,0.06084975109664685
2011-12-01,Copper,0.054399043837932044
2012-01-01,Copper,0.056400558875879955
2012-02-01,Copper,0.057863209154019796
2012-03-01,Copper,0.05741441374372111
2012-04-01,Copper,0.05749209888761856
2012-05-01,Copper,0.05650068410370368
2012-06-01,Copper,0.058478802734248915
2012-07-01,Copper,0.054373040335517944
2012-08-01,Copper,0.05217273100617828
2012-09-01,Copper,0.05385378165282782
2012-10-01,Copper,0.04181504125002469
2012-11-01,Copper,0.04389923105340187
2012-12-01,Copper,0.04474746958804184
2013-01-01,Copper,0.04101684761530191
2013-02-01,Copper,0.0380298179201611
2013-03-01,Copper,0.04039622258090204
2013-04-01,Copper,0.04242238164841743
2013-05-01,Copper,0.041467736367049195
2013-06-01,Copper,0.038111740368072834
2013-07-01,Copper,0.03727806413992612
2013-08-01,Copper,0.03980702906675603
2013-09-01,Copper,0.03109832517626216
2013-10-01,Copper,0.03138869588288963
2013-11-01,Copper,0.02965908187225714
2013-12-01,Copper,0.028301394937252845
2014-01-01,Copper,0.028328360751040612
2014-02-01,Copper,0.028343004690626596
2014-03-01,Copper,0.031156982473020792
2014-04-01,Copper,0.02827823133113122
2014-05-01,Copper,0.030396253891715953
2014-06-01,Copper,0.028950455531051304
2014-07-01,Copper,0.03135064950684674
2014-08-01,Copper,0.02923365225864204
2014-09-01,Copper,0.02962576354402734
2014-10-01,Copper,0.029836515849888296
2014-11-01,Copper,0.02954396567368835
2014-12-01,Copper,0.03013457540382772
2015-01-01,Copper,0.03834292546863394
2015-02-01,Copper,0.03833905031938155
2015-03-01,Copper,0.037469949718612415
2015-04-01,Copper,0.038081092047685595
2015-05-01,Copper,0.03904597853412901
2015-06-01,Copper,0.043543616928544346
2015-07-01,Copper,0.04224530568091391
2015-08-01,Copper,0.04367857503715755
2015-09-01,Copper,0.045353559061421606
2015-10-01,Copper,0.04577928296362185
2015-11-01,Copper,0.048486447458711446
2015-12-01,Copper,0.048366611149110554
2016-01-01,Copper,0.043374894172821164
2016-02-01,Copper,0.04567000204115411
2016-03-01,Copper,0.051181512793463876
2016-04-01,Copper,0.05023918393275984
2016-05-01,Copper,0.04694015769870079
2016-06-01,Copper,0.04424645049558546
2016-07-01,Copper,0.045393406439185345
2016-08-01,Copper,0.04273008142092808
2016-09-01,Copper,0.0421120663763984
2016-10-01,Copper,0.04215005172805058
2016-11-01,Copper,0.05657760134940796
2016-12-01,Copper,0.055100223636111646
2017-01-01,Copper,0.05243718386235475
2017-02-01,Copper,0.05249138550454158
2017-03-01,Copper,0.05076891324007981
2017-04-01,Copper,0.05125019129741312
2017-05-01,Copper,0.049658297834627566
2017-06-01,Copper,0.048930523536106524
2017-07-01,Copper,0.048843457937354964
2017-08-01,Copper,0.050271240112638095
2017-09-01,Copper,0.04937267698557511
2017-10-01,Copper,0.048638866566121736
2017-11-01,Copper,0.030944137449032242
2017-12-01,Copper,0.0307299505933587
2018-01-01,Copper,0.03115316262526419
2018-02-01,Copper,0.03162498647775264
2018-03-01,Copper,0.032713815511514206
2018-04-01,Copper,0.03060868235231753
2018-05-01,Copper,0.0297497549260467
2018-06-01,Copper,0.02973903716165537
2018-07-01,Copper,0.04402242052788079
2018-08-01,Copper,0.03727021415284453
2018-09-01,Copper,0.036828131004058746
2018-10-01,Copper,0.036152100120137656
2018-11-01,Copper,0.036041966898977935
2018-12-01,Copper,0.03608942770688839
2019-01-01,Copper,0.033552095555247116
2019-02-01,Copper,0.03992170776457891
2019-03-01,Copper,0.040172672624192635
2019-04-01,Copper,0.040032728910397525
2019-05-01,Copper,0.04371558906388306
2019-06-01,Copper,0.04277607171156628
2019-07-01,Copper,0.03246008663002266
2019-08-01,Copper,0.03307605449658049
2019-09-01,Copper,0.03327557949648166
2019-10-01,Copper,0.031811743762916636
2019-11-01,Copper,0.032548894325353815
2019-12-01,Copper,0.034178921140476715
2020-01-01,Copper,0.03353315968312139
2020-02-01,Copper,0.03187718389731536
2020-03-01,Copper,0.037871543125736325
2020-04-01,Copper,0.03751810401940055
2020-05-01,Copper,0.03760368529525426
2020-06-01,Copper,0.04870322929892128
2020-07-01,Copper,0.057897873046062996
2020-08-01,Copper,0.05607588027010647
2020-09-01,Copper,0.056334942649769765
2020-10-01,Copper,0.056297890499852246
2020-11-01,Copper,0.057395157903307036
2020-12-01,Copper,0.06199962322340149
2021-01-01,Copper,0.061275764984104135
2021-02-01,Copper,0.05620830752315085
2021-03-01,Copper,0.04064943042284909
2021-04-01,Copper,0.03413928455714485
2021-05-01,Copper,0.03524243155120359
2021-06-01,Copper,0.044809343432556416
2021-07-01,Copper,0.04356123614724736
2021-08-01,Copper,0.04515523185967799
2021-09-01,Copper,0.046383954605586336
2021-10-01,Copper,0.04604017294554334
2021-11-01,Copper,0.04717923629205216
2021-12-01,Copper,0.04301228216618087
2022-01-01,Copper,0.042990224755920355
2022-02-01,Copper,0.04064408560578338
2022-03-01,Copper,0.038263237991881874
2022-04-01,Copper,0.037663433554223684
2022-05-01,Copper,0.03540540842354505
2022-06-01,Copper,0.033896424401279115
2022-07-01,Copper,0.05720500670261707
2022-08-01,Copper,0.061175893763966566
2022-09-01,Copper,0.06134924459309619
2022-10-01,Copper,0.057576613922129684
2022-11-01,Copper,0.06114520754864202
2022-12-01,Copper,0.06307624494851345
2023-01-01,Copper,0.06753270619071258
2023-02-01,Copper,0.06722936076385312
2023-03-01,Copper,0.06628822998118726
2023-04-01,Copper,0.06629588489690322
2023-05-01,Copper,0.06542924152220328
2023-06-01,Copper,0.06530416532937308
2023-07-01,Copper,0.04152942557675707
2023-08-01,Copper,0.039239118816126906
2023-09-01,Copper,0.03803918793018923
2023-10-01,Copper,0.04015523840630657
2023-11-01,Copper,0.03831867916971231
2023-12-01,Copper,0.03719699705591721
2024-01-01,Copper,0.02787005883492147
2024-02-01,Copper,0.027832354702639228
2024-03-01,Copper,0.03156345063311133
2024-04-01,Copper,0.04085460697727453
2024-05-01,Copper,0.03749030974882168
2024-06-01,Copper,0.042094236589698415
2024-07-01,Copper,0.043635908637380885
2024-08-01,Copper,0.04585746956723193
2024-09-01,Copper,0.04600182734737827
2024-10-01,Copper,0.043375301547664044
2024-11-01,Copper,0.04676586092149632
2024-12-01,Copper,0.04707794111525863
2025-01-01,Copper,0.046893963456967606
2025-02-01,Copper,0.04752138725550269
2025-03-01,Copper,0.04736220641838997
2025-04-01,Copper,0.04406689091074432
2025-05-01,Copper,0.039983042535173076
2025-06-01,Copper,0.0386251079651976
2025-07-01,Copper,0.03763609113409986
1960-01-01,"Iron ore, cfr spot",
1960-02-01,"Iron ore, cfr spot",
1960-03-01,"Iron ore, cfr spot",
1960-04-01,"Iron ore, cfr spot",
1960-05-01,"Iron ore, cfr spot",
1960-06-01,"Iron ore, cfr spot",
1960-07-01,"Iron ore, cfr spot",
1960-08-01,"Iron ore, cfr spot",
1960-09-01,"Iron ore, cfr spot",
1960-10-01,"Iron ore, cfr spot",
1960-11-01,"Iron ore, cfr spot",
1960-12-01,"Iron ore, cfr spot",
1961-01-01,"Iron ore, cfr spot",0.010111213120658952
1961-02-01,"Iron ore, cfr spot",0.010111213120658952
1961-03-01,"Iron ore, cfr spot",0.010111213120658952
1961-04-01,"Iron ore, cfr spot",0.010111213120658952
1961-05-01,"Iron ore, cfr spot",0.010111213120658952
1961-06-01,"Iron ore, cfr spot",0.010111213120658952
1961-07-01,"Iron ore, cfr spot",0.010111213120658952
1961-08-01,"Iron ore, cfr spot",0.010111213120658952
1961-09-01,"Iron ore, cfr spot",0.010111213120658952
1961-10-01,"Iron ore, cfr spot",0.010111213120658952
1961-11-01,"Iron ore, cfr spot",0.010111213120658952
1961-12-01,"Iron ore, cfr spot",0.010111213120658952
1962-01-01,"Iron ore, cfr spot",0.00026195565752702807
1962-02-01,"Iron ore, cfr spot",0.00026195565752702807
1962-03-01,"Iron ore, cfr spot",0.00026195565752702807
1962-04-01,"Iron ore, cfr spot",0.00026195565752702807
1962-05-01,"Iron ore, cfr spot",0.00026195565752702807
1962-06-01,"Iron ore, cfr spot",0.00026195565752702807
1962-07-01,"Iron ore, cfr spot",0.00026195565752702807
1962-08-01,"Iron ore, cfr spot",0.00026195565752702807
1962-09-01,"Iron ore, cfr spot",0.00026195565752702807
1962-10-01,"Iron ore, cfr spot",0.00026195565752702807
1962-11-01,"Iron ore, cfr spot",0.00026195565752702807
1962-12-01,"Iron ore, cfr spot",0.00026195565752702807
1963-01-01,"Iron ore, cfr spot",0.0002621935827382105
1963-02-01,"Iron ore, cfr spot",0.0002621935827382105
1963-03-01,"Iron ore, cfr spot",0.0002621935827382105
1963-04-01,"Iron ore, cfr spot",0.0002621935827382105
1963-05-01,"Iron ore, cfr spot",0.0002621935827382105
1963-06-01,"Iron ore, cfr spot",0.0002621935827382105
1963-07-01,"Iron ore, cfr spot",0.0002621935827382105
1963-08-01,"Iron ore, cfr spot",0.0002621935827382105
1963-09-01,"Iron ore, cfr spot",0.0002621935827382105
1963-10-01,"Iron ore, cfr spot",0.0002621935827382105
1963-11-01,"Iron ore, cfr spot",0.0002621935827382105
1963-12-01,"Iron ore, cfr spot",0.0002621935827382105
1964-01-01,"Iron ore, cfr spot",0.020432541287110147
1964-02-01,"Iron ore, cfr spot",0.020432541287110147
1964-03-01,"Iron ore, cfr spot",0.020432541287110147
1964-04-01,"Iron ore, cfr spot",0.020432541287110147
1964-05-01,"Iron ore, cfr spot",0.020432541287110147
1964-06-01,"Iron ore, cfr spot",0.020432541287110147
1964-07-01,"Iron ore, cfr spot",0.020432541287110147
1964-08-01,"Iron ore, cfr spot",0.020432541287110147
1964-09-01,"Iron ore, cfr spot",0.020432541287110147
1964-10-01,"Iron ore, cfr spot",0.020432541287110147
1964-11-01,"Iron ore, cfr spot",0.020432541287110147
1964-12-01,"Iron ore, cfr spot",0.020432541287110147
1965-01-01,"Iron ore, cfr spot",0.0
1965-02-01,"Iron ore, cfr spot",0.0
1965-03-01,"Iron ore, cfr spot",0.0
1965-04-01,"Iron ore, cfr spot",0.0
1965-05-01,"Iron ore, cfr spot",0.14264611143063996
1965-06-01,"Iron ore, cfr spot",0.17871369445295154
1965-07-01,"Iron ore, cfr spot",0.17871369445295154
1965-08-01,"Iron ore, cfr spot",0.17871369445295154
1965-09-01,"Iron ore, cfr spot",0.17871369445295154
1965-10-01,"Iron ore, cfr spot",0.17871369445295154
1965-11-01,"Iron ore, cfr spot",0.17871369445295154
1965-12-01,"Iron ore, cfr spot",0.17871369445295154
1966-01-01,"Iron ore, cfr spot",0.18034597772335853
1966-02-01,"Iron ore, cfr spot",0.18034597772335853
1966-03-01,"Iron ore, cfr spot",0.18034597772335853
1966-04-01,"Iron ore, cfr spot",0.18034597772335853
1966-05-01,"Iron ore, cfr spot",0.09578227618706929
1966-06-01,"Iron ore, cfr spot",0.020297470401197823
1966-07-01,"Iron ore, cfr spot",0.020297470401197823
1966-08-01,"Iron ore, cfr spot",0.020297470401197823
1966-09-01,"Iron ore, cfr spot",0.020297470401197823
1966-10-01,"Iron ore, cfr spot",0.020297470401197823
1966-11-01,"Iron ore, cfr spot",0.020297470401197823
1966-12-01,"Iron ore, cfr spot",0.020297470401197823
1967-01-01,"Iron ore, cfr spot",0.02001319210426224
1967-02-01,"Iron ore, cfr spot",0.02001319210426224
1967-03-01,"Iron ore, cfr spot",0.02001319210426224
1967-04-01,"Iron ore, cfr spot",0.02001319210426224
1967-05-01,"Iron ore, cfr spot",0.02001319210426224
1967-06-01,"Iron ore, cfr spot",0.02001319210426224
1967-07-01,"Iron ore, cfr spot",0.02001319210426224
1967-08-01,"Iron ore, cfr spot",0.02001319210426224
1967-09-01,"Iron ore, cfr spot",0.02001319210426224
1967-10-01,"Iron ore, cfr spot",0.02001319210426224
1967-11-01,"Iron ore, cfr spot",0.02001319210426224
1967-12-01,"Iron ore, cfr spot",0.02001319210426224
1968-01-01,"Iron ore, cfr spot",0.002932365927035412
1968-02-01,"Iron ore, cfr spot",0.002932365927035412
1968-03-01,"Iron ore, cfr spot",0.002932365927035412
1968-04-01,"Iron ore, cfr spot",0.002932365927035412
1968-05-01,"Iron ore, cfr spot",0.002932365927035412
1968-06-01,"Iron ore, cfr spot",0.002932365927035412
1968-07-01,"Iron ore, cfr spot",0.002932365927035412
1968-08-01,"Iron ore, cfr spot",0.002932365927035412
1968-09-01,"Iron ore, cfr spot",0.002932365927035412
1968-10-01,"Iron ore, cfr spot",0.002932365927035412
1968-11-01,"Iron ore, cfr spot",0.002932365927035412
1968-12-01,"Iron ore, cfr spot",0.002932365927035412
1969-01-01,"Iron ore, cfr spot",0.035220341392981754
1969-02-01,"Iron ore, cfr spot",0.035220341392981754
1969-03-01,"Iron ore, cfr spot",0.035220341392981754
1969-04-01,"Iron ore, cfr spot",0.035220341392981754
1969-05-01,"Iron ore, cfr spot",0.035220341392981754
1969-06-01,"Iron ore, cfr spot",0.035220341392981754
1969-07-01,"Iron ore, cfr spot",0.035220341392981754
1969-08-01,"Iron ore, cfr spot",0.035220341392981754
1969-09-01,"Iron ore, cfr spot",0.035220341392981754
1969-10-01,"Iron ore, cfr spot",0.035220341392981754
1969-11-01,"Iron ore, cfr spot",0.035220341392981754
1969-12-01,"Iron ore, cfr spot",0.035220341392981754
1970-01-01,"Iron ore, cfr spot",0.0
1970-02-01,"Iron ore, cfr spot",0.0
1970-03-01,"Iron ore, cfr spot",0.0
1970-04-01,"Iron ore, cfr spot",0.0
1970-05-01,"Iron ore, cfr spot",0.0
1970-06-01,"Iron ore, cfr spot",0.0
1970-07-01,"Iron ore, cfr spot",0.0
1970-08-01,"Iron ore, cfr spot",0.0
1970-09-01,"Iron ore, cfr spot",0.0
1970-10-01,"Iron ore, cfr spot",0.0
1970-11-01,"Iron ore, cfr spot",0.0
1970-12-01,"Iron ore, cfr spot",0.0
1971-01-01,"Iron ore, cfr spot",0.014375082921896192
1971-02-01,"Iron ore, cfr spot",0.014375082921896192
1971-03-01,"Iron ore, cfr spot",0.014375082921896192
1971-04-01,"Iron ore, cfr spot",0.014375082921896192
1971-05-01,"Iron ore, cfr spot",0.014375082921896192
1971-06-01,"Iron ore, cfr spot",0.014375082921896192
1971-07-01,"Iron ore, cfr spot",0.014375082921896192
1971-08-01,"Iron ore, cfr spot",0.014375082921896192
1971-09-01,"Iron ore, cfr spot",0.014375082921896192
1971-10-01,"Iron ore, cfr spot",0.014375082921896192
1971-11-01,"Iron ore, cfr spot",0.014375082921896192
1971-12-01,"Iron ore, cfr spot",0.014375082921896192
1972-01-01,"Iron ore, cfr spot",0.0
1972-02-01,"Iron ore, cfr spot",0.0
1972-03-01,"Iron ore, cfr spot",0.0
1972-04-01,"Iron ore, cfr spot",0.0
1972-05-01,"Iron ore, cfr spot",0.0
1972-06-01,"Iron ore, cfr spot",0.0
1972-07-01,"Iron ore, cfr spot",0.0
1972-08-01,"Iron ore, cfr spot",0.0
1972-09-01,"Iron ore, cfr spot",0.0
1972-10-01,"Iron ore, cfr spot",0.0
1972-11-01,"Iron ore, cfr spot",0.0
1972-12-01,"Iron ore, cfr spot",0.0
1973-01-01,"Iron ore, cfr spot",0.0
1973-02-01,"Iron ore, cfr spot",0.0
1973-03-01,"Iron ore, cfr spot",0.0
1973-04-01,"Iron ore, cfr spot",0.0
1973-05-01,"Iron ore, cfr spot",0.0
1973-06-01,"Iron ore, cfr spot",0.0
1973-07-01,"Iron ore, cfr spot",0.0
1973-08-01,"Iron ore, cfr spot",0.0
1973-09-01,"Iron ore, cfr spot",0.0
1973-10-01,"Iron ore, cfr spot",0.0
1973-11-01,"Iron ore, cfr spot",0.0
1973-12-01,"Iron ore, cfr spot",0.0
1974-01-01,"Iron ore, cfr spot",0.08523321979808128
1974-02-01,"Iron ore, cfr spot",0.08523321979808128
1974-03-01,"Iron ore, cfr spot",0.08523321979808128
1974-04-01,"Iron ore, cfr spot",0.08523321979808128
1974-05-01,"Iron ore, cfr spot",0.08523321979808128
1974-06-01,"Iron ore, cfr spot",0.08523321979808128
1974-07-01,"Iron ore, cfr spot",0.08523321979808128
1974-08-01,"Iron ore, cfr spot",0.08523321979808128
1974-09-01,"Iron ore, cfr spot",0.08523321979808128
1974-10-01,"Iron ore, cfr spot",0.08523321979808128
1974-11-01,"Iron ore, cfr spot",0.08523321979808128
1974-12-01,"Iron ore, cfr spot",0.08523321979808128
1975-01-01,"Iron ore, cfr spot",0.0845744788947434
1975-02-01,"Iron ore, cfr spot",0.0845744788947434
1975-03-01,"Iron ore, cfr spot",0.0845744788947434
1975-04-01,"Iron ore, cfr spot",0.0845744788947434
1975-05-01,"Iron ore, cfr spot",0.0845744788947434
1975-06-01,"Iron ore, cfr spot",0.0845744788947434
1975-07-01,"Iron ore, cfr spot",0.0845744788947434
1975-08-01,"Iron ore, cfr spot",0.0845744788947434
1975-09-01,"Iron ore, cfr spot",0.0845744788947434
1975-10-01,"Iron ore, cfr spot",0.0845744788947434
1975-11-01,"Iron ore, cfr spot",0.0845744788947434
1975-12-01,"Iron ore, cfr spot",0.0845744788947434
1976-01-01,"Iron ore, cfr spot",0.09044041789039796
1976-02-01,"Iron ore, cfr spot",0.09044041789039796
1976-03-01,"Iron ore, cfr spot",0.09044041789039796
1976-04-01,"Iron ore, cfr spot",0.09044041789039796
1976-05-01,"Iron ore, cfr spot",0.09044041789039796
1976-06-01,"Iron ore, cfr spot",0.09044041789039796
1976-07-01,"Iron ore, cfr spot",0.09044041789039796
1976-08-01,"Iron ore, cfr spot",0.09044041789039796
1976-09-01,"Iron ore, cfr spot",0.09044041789039796
1976-10-01,"Iron ore, cfr spot",0.09044041789039796
1976-11-01,"Iron ore, cfr spot",0.09044041789039796
1976-12-01,"Iron ore, cfr spot",0.09044041789039796
1977-01-01,"Iron ore, cfr spot",0.0043199624015068366
1977-02-01,"Iron ore, cfr spot",0.0043199624015068366
1977-03-01,"Iron ore, cfr spot",0.0043199624015068366
1977-04-01,"Iron ore, cfr spot",0.0043199624015068366
1977-05-01,"Iron ore, cfr spot",0.0043199624015068366
1977-06-01,"Iron ore, cfr spot",0.0043199624015068366
1977-07-01,"Iron ore, cfr spot",0.0043199624015068366
1977-08-01,"Iron ore, cfr spot",0.0043199624015068366
1977-09-01,"Iron ore, cfr spot",0.0043199624015068366
1977-10-01,"Iron ore, cfr spot",0.0043199624015068366
1977-11-01,"Iron ore, cfr spot",0.0043199624015068366
1977-12-01,"Iron ore, cfr spot",0.0043199624015068366
1978-01-01,"Iron ore, cfr spot",0.02015468199035769
1978-02-01,"Iron ore, cfr spot",0.02015468199035769
1978-03-01,"Iron ore, cfr spot",0.02015468199035769
1978-04-01,"Iron ore, cfr spot",0.02015468199035769
1978-05-01,"Iron ore, cfr spot",0.02015468199035769
1978-06-01,"Iron ore, cfr spot",0.02015468199035769
1978-07-01,"Iron ore, cfr spot",0.02015468199035769
1978-08-01,"Iron ore, cfr spot",0.02015468199035769
1978-09-01,"Iron ore, cfr spot",0.02015468199035769
1978-10-01,"Iron ore, cfr spot",0.02015468199035769
1978-11-01,"Iron ore, cfr spot",0.02015468199035769
1978-12-01,"Iron ore, cfr spot",0.02015468199035769
1979-01-01,"Iron ore, cfr spot",0.027588998877359733
1979-02-01,"Iron ore, cfr spot",0.027588998877359733
1979-03-01,"Iron ore, cfr spot",0.027588998877359733
1979-04-01,"Iron ore, cfr spot",0.027588998877359733
1979-05-01,"Iron ore, cfr spot",0.027588998877359733
1979-06-01,"Iron ore, cfr spot",0.027588998877359733
1979-07-01,"Iron ore, cfr spot",0.027588998877359733
1979-08-01,"Iron ore, cfr spot",0.027588998877359733
1979-09-01,"Iron ore, cfr spot",0.027588998877359733
1979-10-01,"Iron ore, cfr spot",0.027588998877359733
1979-11-01,"Iron ore, cfr spot",0.027588998877359733
1979-12-01,"Iron ore, cfr spot",0.027588998877359733
1980-01-01,"Iron ore, cfr spot",0.056383781608093264
1980-02-01,"Iron ore, cfr spot",0.056383781608093264
1980-03-01,"Iron ore, cfr spot",0.056383781608093264
1980-04-01,"Iron ore, cfr spot",0.056383781608093264
1980-05-01,"Iron ore, cfr spot",0.056383781608093264
1980-06-01,"Iron ore, cfr spot",0.056383781608093264
1980-07-01,"Iron ore, cfr spot",0.056383781608093264
1980-08-01,"Iron ore, cfr spot",0.056383781608093264
1980-09-01,"Iron ore, cfr spot",0.056383781608093264
1980-10-01,"Iron ore, cfr spot",0.056383781608093264
1980-11-01,"Iron ore, cfr spot",0.056383781608093264
1980-12-01,"Iron ore, cfr spot",0.056383781608093264
1981-01-01,"Iron ore, cfr spot",0.0
1981-02-01,"Iron ore, cfr spot",0.0
1981-03-01,"Iron ore, cfr spot",0.0
1981-04-01,"Iron ore, cfr spot",0.0
1981-05-01,"Iron ore, cfr spot",0.0
1981-06-01,"Iron ore, cfr spot",0.0
1981-07-01,"Iron ore, cfr spot",0.0
1981-08-01,"Iron ore, cfr spot",0.0
1981-09-01,"Iron ore, cfr spot",0.0
1981-10-01,"Iron ore, cfr spot",0.0
1981-11-01,"Iron ore, cfr spot",0.0
1981-12-01,"Iron ore, cfr spot",0.0
1982-01-01,"Iron ore, cfr spot",0.04532066014820667
1982-02-01,"Iron ore, cfr spot",0.04532066014820667
1982-03-01,"Iron ore, cfr spot",0.04532066014820667
1982-04-01,"Iron ore, cfr spot",0.04532066014820667
1982-05-01,"Iron ore, cfr spot",0.04532066014820667
1982-06-01,"Iron ore, cfr spot",0.04532066014820667
1982-07-01,"Iron ore, cfr spot",0.04532066014820667
1982-08-01,"Iron ore, cfr spot",0.04532066014820667
1982-09-01,"Iron ore, cfr spot",0.04532066014820667
1982-10-01,"Iron ore, cfr spot",0.04532066014820667
1982-11-01,"Iron ore, cfr spot",0.04532066014820667
1982-12-01,"Iron ore, cfr spot",0.04532066014820667
1983-01-01,"Iron ore, cfr spot",0.03108809141790291
1983-02-01,"Iron ore, cfr spot",0.03108809141790291
1983-03-01,"Iron ore, cfr spot",0.03108809141790291
1983-04-01,"Iron ore, cfr spot",0.03108809141790291
1983-05-01,"Iron ore, cfr spot",0.03108809141790291
1983-06-01,"Iron ore, cfr spot",0.03108809141790291
1983-07-01,"Iron ore, cfr spot",0.03108809141790291
1983-08-01,"Iron ore, cfr spot",0.03108809141790291
1983-09-01,"Iron ore, cfr spot",0.03108809141790291
1983-10-01,"Iron ore, cfr spot",0.03108809141790291
1983-11-01,"Iron ore, cfr spot",0.03108809141790291
1983-12-01,"Iron ore, cfr spot",0.03108809141790291
1984-01-01,"Iron ore, cfr spot",0.02836979771017989
1984-02-01,"Iron ore, cfr spot",0.02836979771017989
1984-03-01,"Iron ore, cfr spot",0.02836979771017989
1984-04-01,"Iron ore, cfr spot",0.02836979771017989
